,ID_1,ID_2,Label,Text
117,801805701475613952,801805701475613952,UNKNOWN,yesterday 1st player histori game score 100 goal club histori game
118,801811056557490048,801811056557490048,UNKNOWN,suarez put ice cube neymar shirt warm yesterday
119,801811450847264000,801811450847264000,UNKNOWN,messi leader yesterday told suarez neymar calm stuff got heat
120,801815976970894976,801815976970894976,UNKNOWN,tw fcb thank steven gerrard given world footbal walk
121,801817700125330944,801817700125330944,UNKNOWN,samuel eto face 10 year prison sentenc
122,801818135347203968,801818135347203968,UNKNOWN,recap night messi masterclass glasgow
123,801818220567129984,801818220567129984,UNKNOWN,fcbarcelona great pic celtic v fc barcelona
124,801821040804404992,801821040804404992,UNKNOWN,carl ale barca b player lui enriqu told patient work hard chanc
125,801830569944449024,801830569944449024,UNKNOWN,leo messi deliv 59 complet pass glsagow stat like
126,801836377382013952,801836377382013952,UNKNOWN,video andr gome vs celtic away
127,801851639091101056,801851639091101056,UNKNOWN,screenshot lui enriqu given debut 11 barca b player take 2014 sport
128,801854828347608960,801854828347608960,UNKNOWN,special kind friendship special kind celebr special kind love
129,801857015844839040,801857015844839040,UNKNOWN,even practic even practic
130,801857125219757952,801857125219757952,UNKNOWN,leo happi game play celtic park qualifi knockout stage
131,801857751966171008,801857751966171008,UNKNOWN,imag messi adida event sport
132,801858233036054016,801858233036054016,UNKNOWN,fcbarcelona leo best team world depend singl player
133,801859282279005952,801859282279005952,UNKNOWN,thr club world fcb
134,801862090189197056,801862090189197056,UNKNOWN,win hide problem summer recruit
135,801862550367469056,801862550367469056,UNKNOWN,discov zero hero win blackjack
136,801869764842941952,801869764842941952,UNKNOWN,omg best fifa 17 goal
137,801871916000833024,801871916000833024,UNKNOWN,barca away win club champion leagu era 48 club group 18
138,801878842021478016,801878842021478016,UNKNOWN,graphic messi good pass celtic
139,801879467140481024,801879467140481024,UNKNOWN,suarez twitter ynwa
140,801880278067200000,801880278067200000,UNKNOWN,umtiti mathieu iniesta train tri injuri ahead clasico sport
141,801880817115032960,801880817115032960,UNKNOWN,messi present new boot
142,801889467841858944,801889467841858944,UNKNOWN,good practic readi
143,801895766784621952,801895766784621952,UNKNOWN,messi clear like win import thing win loss
144,801900512832551936,801900512832551936,UNKNOWN,pl dont come smileposit
145,801902936632737024,801902936632737024,UNKNOWN,pictur lionel messi adida event
146,801905337708276992,801905337708276992,UNKNOWN,messi 9 goal cl 20 32 team competit score total tie side
147,801907502870887936,801907502870887936,UNKNOWN,messi anoeta complic stadium year
148,801907904353804032,801907904353804032,UNKNOWN,messi footbal day import organis team organis import thing
149,801920862517661056,801920862517661056,UNKNOWN,imag iniesta track recoveri fcb
150,801934318834774016,801934318834774016,UNKNOWN,cover barca best team world sport
151,801945713328397952,801945713328397952,UNKNOWN,big triplet
152,801946582967009024,801946582967009024,UNKNOWN,pichichi europ messi scorer liga cl combin 17 total
153,801948645163761024,801948645163761024,UNKNOWN,oh shit play sociedad anoeta
154,801950568243691008,801950568243691008,UNKNOWN,best team world depend player
155,801982534292802944,801982534292802944,UNKNOWN,neymar jr lead assist seven far got plenti stat came
156,801982623409180032,801982623409180032,UNKNOWN,messi promot event adida boot reuter
157,802013515603185024,802013515603185024,UNKNOWN,lopetegui thing messi consist seen cope
158,802041514222291968,802041514222291968,UNKNOWN,cover pichichi europ md
159,802052968581394048,802052968581394048,UNKNOWN,sergio busquet better zinedin zidan
160,802061131061792000,802061131061792000,UNKNOWN,video neymar special exercis
161,802068100153831040,802068100153831040,UNKNOWN,messi ask contract renew night adida event comfort sport
162,802075807585860992,802075807585860992,UNKNOWN,worldwid kickoff time game real sociedad fcb
163,802088970284843008,802088970284843008,UNKNOWN,perbandingan antara messi dan michael jordan sport enjoy data
164,802090812276240000,802090812276240000,UNKNOWN,infograph comparison messi michael jordan sport
165,802097083117288960,802097083117288960,UNKNOWN,famili
166,802101252511453056,802101252511453056,UNKNOWN,train underway ciutat esportiva aleix vidal train person reason permiss
167,802108427921214976,802108427921214976,UNKNOWN,messi adida event present new boot yesterday
168,802108876833389952,802108876833389952,UNKNOWN,bar coach 2014 lui enriqu given team debut 11 player b team
169,802111887068557056,802111887068557056,UNKNOWN,young bar fan glasgow manag autograph messi selfi
170,802113372246436992,802113372246436992,UNKNOWN,team wallpap
171,802117450024307968,802117450024307968,UNKNOWN,fcbarcelona arda turan miss train session ciutat esportiva fever
172,802124387382136064,802124387382136064,UNKNOWN,iniesta youth san diego footbal centr
173,802128485930168064,802128485930168064,UNKNOWN,legend speak legend
174,802146151919067008,802146151919067008,UNKNOWN,rakit neymar got yellow card celtic sit final game group c home gladbach
175,802149239891447040,802149239891447040,UNKNOWN,messi good team start
176,802149295872883968,802149295872883968,UNKNOWN,team lui enriqu lost game manag real sociedad opta
177,802149489494487040,802149489494487040,UNKNOWN,barcelona consid chelsea defend ivanov 32 winter market reinforc right ser
178,802149538093927936,802149538093927936,UNKNOWN,pichichi europ md
179,802149630163042048,802149630163042048,UNKNOWN,messi event adida red limit 16 publicis new boot
180,802149662891200000,802149662891200000,UNKNOWN,lopetegui coach spain best fifa men player 2016 award vote messi cristiano ramo cope
181,802149772651949952,802149772651949952,UNKNOWN,messi 100 intern goal barcelona
182,802149835210046976,802149835210046976,UNKNOWN,40 messi 471 goal barca assist strike partner neymar 20 suarez 20
183,802149851320302976,802149851320302976,UNKNOWN,messi 100 intern goal barcelona left foot 81 right foot 14 header 4 chest 1
184,802158637724658944,802158637724658944,UNKNOWN,champion leagu group stage group c far
185,802162923242225024,802162923242225024,UNKNOWN,new miniestadi renam cryuff option rememb
186,802167241211079936,802167241211079936,UNKNOWN,imag umtiti work individu fcb
187,802168507924365056,802168507924365056,UNKNOWN,imag iniesta train rest group fcb
188,802171548723515008,802171548723515008,UNKNOWN,1 2 train session fcb
189,802172793819368960,802172793819368960,UNKNOWN,arriv
190,802177969670279040,802177969670279040,UNKNOWN,aleix vidal permiss club train person reason fcb
191,802184577431272960,802184577431272960,UNKNOWN,5 right back barcelona sign vidal replac
192,802194923864910976,802194923864910976,UNKNOWN,kameni job n transform neur ur
193,802197253536574976,802197253536574976,UNKNOWN,readi
194,802198910466924032,802198910466924032,UNKNOWN,imag messi vote champion leagu player uefa
195,802199181100273024,802199181100273024,UNKNOWN,samuel umtiti work recoveri
196,802200477211430016,802200477211430016,UNKNOWN,face roseng rd women sweden quarter final women champion leagu
197,802200709160647936,802200709160647936,UNKNOWN,congratul messi vote uefa champion leagu player
198,802202456079944960,802202456079944960,UNKNOWN,
199,802204019385101952,802204019385101952,UNKNOWN,descan half descanso 39 35
200,802206960074505984,802206960074505984,UNKNOWN,imag new red limit messi 16 boot leo messi wear weekend real soci
201,802214573537431040,802214573537431040,UNKNOWN,temp mort min 33 66 59
202,800600575419170048,800600575419170048,UNKNOWN,luke pari emili kirk
203,800602294181969024,800602294181969024,UNKNOWN,1 sookie2 logan3 luke4 glenn
204,800633765668061056,800633765668061056,UNKNOWN,1 luke2 sookie3 logan4 dean gilmoregirlstop4
205,800683076661682048,800683076661682048,UNKNOWN,debut singl 11 23 itun
206,800697953820311040,800697953820311040,UNKNOWN,wait until end luke paul anka suki babett way
207,800706345406237952,800706345406237952,UNKNOWN,pari geller emili gilmor mr kim miss patti
208,800707269457494016,800707269457494016,UNKNOWN,thing learn peopl realli need learn spell sooki real fan pffft
209,800716173553922048,800716173553922048,UNKNOWN,1 pari 2 emili 3 michel 4 sooki
210,800723415946690048,800723415946690048,UNKNOWN,4 michel roon2 emili richard count 1 pari
211,800738174926392960,800738174926392960,UNKNOWN,te l sooki luke
212,800746611991265024,800746611991265024,UNKNOWN,1 emili gilmor 2 paul anka dog 3 pari geller 4 miss celin
213,800782409721643008,800782409721643008,UNKNOWN,s6 chang 4 richard3 sookie2 jackson1 pari
214,800789829332123008,800789829332123008,UNKNOWN,kim
215,800790473422077056,800790473422077056,UNKNOWN,gilmorerichard gilmorerichard gilmorerichard gilmor
216,800832352977042944,800832352977042944,UNKNOWN,4 kirk 3 mr kim 2 luke 1 richard gilmor
217,800840270933856000,800840270933856000,UNKNOWN,got far e invis 5 richard
218,800859596046946048,800859596046946048,UNKNOWN,late1 logan2 jess3 emily4 pari
219,800865829571230976,800865829571230976,UNKNOWN,4 sooki 3 taylor 2 richard 1
220,800873915920722944,800873915920722944,UNKNOWN,2luke 1sooki
221,800882257611341056,800882257611341056,UNKNOWN,okay think got max jess luke sooki
222,800893936910893056,800893936910893056,UNKNOWN,1 luke2 jess3 lane 4 taylor
223,800903090685799936,800903090685799936,UNKNOWN,jess luke sooki michel
224,800903635714632960,800903635714632960,UNKNOWN,1 michel 2 sooki 3 ms patti 4 ms celin
225,800916213622770944,800916213622770944,UNKNOWN,1 emili plan gran funeral2 tj3 finn4 mr kim gilmoregirlstop4
226,800922542902898048,800922542902898048,UNKNOWN,
227,800922746603666944,800922746603666944,UNKNOWN,omg 3
228,800939568237264000,800939568237264000,UNKNOWN,suck tv gilmor merrier bing thon amend michel michel trix gran gilmor luke
229,800945549121712000,800945549121712000,UNKNOWN,luke kirk town troubadour babett love richard jess
230,801020626907430016,801020626907430016,UNKNOWN,lorelei rori 4 mr kim 3 miss patti 2 emili 1 luke
231,801040426052434944,801040426052434944,UNKNOWN,cape 2017 guest jimmi second favourit charact
232,801050963192724992,801050963192724992,UNKNOWN,4 mr kim 3 emili 2 luke 1 pari doubt
233,801053718867155968,801053718867155968,UNKNOWN,lane luke pari sooki fav charact obvi rori lorelei
234,801094889442263040,801094889442263040,UNKNOWN,gilmor girl 4 madelin 3 finn 2 zack 1 lane
235,801095824566603008,801095824566603008,UNKNOWN,lukesuki michael babetteemili lorali mom lane momthat
236,801101801181233024,801101801181233024,UNKNOWN,nice fun
237,801107150034660992,801107150034660992,UNKNOWN,paul anka
238,801125318262198016,801125318262198016,UNKNOWN,luke2 sookie3 paris4 emili
239,801128198146845952,801128198146845952,UNKNOWN,4 invis 51 jess 2 pari 3 luke 4 sooki 5 taylor
240,801129880494574976,801129880494574976,UNKNOWN,jess sooki michel lane
241,801173495983918976,801173495983918976,UNKNOWN,1 kirk2 luke3 paris4 mr kim gilmoregirlstop4
242,801178157625720064,801178157625720064,UNKNOWN,sooki jess miss patti babett
243,801184553800862976,801184553800862976,UNKNOWN,wait new seri start
244,801193239252376960,801193239252376960,UNKNOWN,1 spoke2 paris3 emily4 pattyinvis number 5 richard
245,801204292552002944,801204292552002944,UNKNOWN,1 luke 2 miss patti 3 mr kim 4 paul anka wait
246,801209843499400960,801209843499400960,UNKNOWN,forgot import role grandpar 1 emili 2 richard 3 pari 4 logan
247,801231669818702976,801231669818702976,UNKNOWN,christian amanpour sophi bloom carol king madelein albright barbara boxer
248,801238974736067968,801238974736067968,UNKNOWN,lorelai rori lane sooki
249,801249621888614016,801249621888614016,UNKNOWN,wife 4 4 kirk 3 sooki 2 luke 1 jess
250,801249871030263040,801249871030263040,UNKNOWN,kirk sooki luke jess
251,801272421651255040,801272421651255040,UNKNOWN,out gilmor girl fan shame share luke3 richard2 emili 1 pariswho ya got
252,801275523196391040,801275523196391040,UNKNOWN,bing watch believ includ emili richard love
253,801285192224685952,801285192224685952,UNKNOWN,excit
254,801286137553779968,801286137553779968,UNKNOWN,offici join fandom
255,801298267241873024,801298267241873024,UNKNOWN,emili gilmor michel gerard jess mariano luke dane
256,801299069192859008,801299069192859008,UNKNOWN,cours christoph 4 controversi choic gon na
257,801309546341953024,801309546341953024,UNKNOWN,4 babett 3 miss patti 2 luke 1 richard emili
258,801315222808096000,801315222808096000,UNKNOWN,luke 2 jesse3 sookie4 emili
259,801328326195444992,801328326195444992,UNKNOWN,1 richard 2 gil 3 jess 4 luke
260,801339996561088000,801339996561088000,UNKNOWN,includ gg guy 4 kirk 3 sookie2 jackson1 michel
261,801362225084715008,801362225084715008,UNKNOWN,lorelai rori charact e
262,801386354873465984,801386354873465984,UNKNOWN,1 emili 2 michel 3 kirk 4 tj love quirki one emili coz biatch
263,801388810114333952,801388810114333952,UNKNOWN,3 miss patti 2 sooki 1 mr gilmor
264,801397499437124992,801397499437124992,UNKNOWN,emili gilmore3 lane2 sookie1 parisinvis 5 michel
265,801414464490864000,801414464490864000,UNKNOWN,luke2 emili gilmore3 sukie4 pari
266,801459954477624960,801459954477624960,UNKNOWN,okay think lot 4 richard gilmor 3 pari 2 sooki 1 main girl mr kim
267,801460902021111040,801460902021111040,UNKNOWN,logan jackson sooki lane
268,801471137226092032,801471137226092032,UNKNOWN,luke lorelai jess lane
269,801482653677617024,801482653677617024,UNKNOWN,1 pari 2 luke 3 kirk 4 babett miss patti
270,801504292633014016,801504292633014016,UNKNOWN,1 sokie2 michel3 paris4 emili gilmoregirlstop4
271,801572825924411008,801572825924411008,UNKNOWN,1 luke 2 jess 3 sooki 4 kirk
272,801595033606568960,801595033606568960,UNKNOWN,bizarro mitchum tj finn april
273,801605846270692992,801605846270692992,UNKNOWN,4 madelin 3 kirk2 luke 1 richard
274,801617480342994048,801617480342994048,UNKNOWN,4 kirk 3 mr kim 2 emili 1 michel throw sooki good measur 5
275,801629985589038976,801629985589038976,UNKNOWN,4 paris3 luke2 sookie1 emili forget emili
276,801650023402508032,801650023402508032,UNKNOWN,4 lang 3 logan 2 luke 1 sooki gilmoregirlstop4
277,801695420506214016,801695420506214016,UNKNOWN,4 kirk3 taylor2 luke1 mr gilmor gilmoregirlstop4
278,801700908841234048,801700908841234048,UNKNOWN,jess michel pari dave gosh hard choos 4
279,801715308297879040,801715308297879040,UNKNOWN,1 emili gilmore2 sookie3 lane mother4 miss patti
280,801754848488291968,801754848488291968,UNKNOWN,emili pari kirk michel probabl chang episod
281,801811234773405056,801811234773405056,UNKNOWN,4 sooki 3 michel 2 lane 1 jess know 12 01am
282,801862284003970944,801862284003970944,UNKNOWN,4 sookie3 kirk2 richard1 luke gilmoregirlstop4
283,801896168427060992,801896168427060992,UNKNOWN,4 emili 3 luke 2 richard 1 paul anka
284,801915234256502016,801915234256502016,UNKNOWN,1 emily2 paris3 luke4 babett bf given count
285,801917491639451008,801917491639451008,UNKNOWN,4 babette3 kirk2 emily1 sooki gilmoregirlstop4
286,801917685214941056,801917685214941056,UNKNOWN,clearli 4 kirk cat human 3 jess mariano 2 town troubadour 1 dave rygalski
287,801933153820621952,801933153820621952,UNKNOWN,michel appreci comedi relief provid year
288,801953279827704960,801953279827704960,UNKNOWN,4 babett 3 miss patti 2 richard 1 lane
289,801954164095859968,801954164095859968,UNKNOWN,4 taylor 3 richard 2 sooki 1 babett invis 5 jackson
290,801960741523885952,801960741523885952,UNKNOWN,ye secret 5 dave rygalski 4 harpist season 13 babette2 luke1 emili
291,801990029987970944,801990029987970944,UNKNOWN,1 luke2 kirk3 miss patty4 sooki
292,802000634555809024,802000634555809024,UNKNOWN,follow 1 jess2 paris3
293,802002400609468032,802002400609468032,UNKNOWN,late 2 late 2 ur game 4 sooki 3 emili 2 luke 1 pari
294,802007216135938048,802007216135938048,UNKNOWN,emili pari kirk tj ye know unpopular opinion
295,802010830791286016,802010830791286016,UNKNOWN,4 sookie3 richard2 emily1 dog paul anka
296,802027469905784064,802027469905784064,UNKNOWN,4 mr richard gilmor 3 kurk2 sooki st jame 1 lane kim fallontonight
297,802032968613010944,802032968613010944,UNKNOWN,babette3 miss patty2 lorelai1 kirkcolor surpris peopl know spell kirk
298,802049140058427008,802049140058427008,UNKNOWN,lane mom hello 2 michel 3 kirk obvious 4 babett run hold boob
299,802049650182196992,802049650182196992,UNKNOWN,easi 2 sooki 3 emili 4 luke
300,802161940877442944,802161940877442944,UNKNOWN,brought 1 babett 2 jackson 3 jess 4 brian happi
301,802165440814386944,802165440814386944,UNKNOWN,ne er ye fret finn honor mention 4 gilmor ball
302,801725332227230976,801725332227230976,UNKNOWN,hear frustrat iraq syria nigeria bokoharam ansar hama
303,801737712533389056,801737712533389056,UNKNOWN,news spoken univers influenc student
304,801752312477842944,801752312477842944,UNKNOWN,support terror
305,801761121069923968,801761121069923968,UNKNOWN,kill leader son tell truth
306,801761425320537984,801761425320537984,UNKNOWN,love fire shoot rocket match burn home forest forc evauat iron dome
307,801765063929499008,801765063929499008,UNKNOWN,ebad hussain say rocket miss terrorist
308,801778268923956992,801778268923956992,UNKNOWN,peopl miss mahmoud al zahhar interview
309,801778334891965952,801778334891965952,UNKNOWN,nobl respons similar respons affili rejoic
310,801780792179432960,801780792179432960,UNKNOWN,stop terrorist organ make sens spew hatr fear
311,801787803541576960,801787803541576960,UNKNOWN,apolog terrorist racist embrac
312,801788231708770048,801788231708770048,UNKNOWN,suicid bomb longer permit proclaim earlier fatwa retract
313,801789161288121984,801789161288121984,UNKNOWN,massiv world perpetu indoctrin terrorist entiti like
314,801798660824690048,801798660824690048,UNKNOWN,western isi adventur israel hama assang revel
315,801798933538279040,801798933538279040,UNKNOWN,innoc pal taught hate kill
316,801801687635660032,801801687635660032,UNKNOWN,democrat parti openli endors
317,801802492052962944,801802492052962944,UNKNOWN,great articl site claim civil right organ actual
318,801806376691465984,801806376691465984,UNKNOWN,media connect say 60 000 settler evacu 2 fire 4 every1 n
319,801813705101025024,801813705101025024,UNKNOWN,emerg state declar prais fire heavi retali scalat open war expect
320,801814423505670016,801814423505670016,UNKNOWN,pure comedi support islam jihad
321,801814461518461952,801814461518461952,UNKNOWN,exactli right problem promot idea peopl die fuel war
322,801828245217755008,801828245217755008,UNKNOWN,expert erdogan continu support
323,801828328676195968,801828328676195968,UNKNOWN,play game real chang need
324,801829730202898048,801829730202898048,UNKNOWN,2 student haifa arrest 3 helicoptersof sent helicopt help
325,801829997077995008,801829997077995008,UNKNOWN,shalom rimma terrorist rat pay dearli
326,801834018056663040,801834018056663040,UNKNOWN,forest fire israel new form forest terror eye easili export terror
327,801837488851401984,801837488851401984,UNKNOWN,terrorist set israel ablaz
328,801838673662791040,801838673662791040,UNKNOWN,1st support mock disast terror attack p
329,801838826981208064,801838826981208064,UNKNOWN,isra navi counter increas sea smuggl
330,801839086843624960,801839086843624960,UNKNOWN,rule discrimin protest
331,801839454235160064,801839454235160064,UNKNOWN,polic 2 arson devic forest near haifa set arab suspici
332,801840578061208960,801840578061208960,UNKNOWN,aspir destroy kiss death author
333,801843233399644032,801843233399644032,UNKNOWN,yup know tweet huge account
334,801853736268210048,801853736268210048,UNKNOWN,death fraud support sack sexual stuff
335,801857464446648064,801857464446648064,UNKNOWN,mention 1922 2000 islam jihad armi
336,801857488312110976,801857488312110976,UNKNOWN,leader
337,801865990896107008,801865990896107008,UNKNOWN,inept
338,801866053206834944,801866053206834944,UNKNOWN,report send fighter jet base bolster assad forc
339,801866493013069056,801866493013069056,UNKNOWN,urg lebanon stop isol wall construct
340,801868850371276032,801868850371276032,UNKNOWN,goal iran hama danc death khale abu toameh
341,801873644381208064,801873644381208064,UNKNOWN,way scottsman jew worth matter presid elect trump repr
342,801873678929719040,801873678929719040,UNKNOWN,support death tri stop cancer lost
